"","case_month","res_state","age_group","sex","race","ethnicity","n"
"62971","2021-04","NM","18 to 49 years","Female","Asian","Unknown",22
"62972","2021-04","NM","18 to 49 years","Female","Black",NA,26
"62973","2021-04","NM","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",60
"62974","2021-04","NM","18 to 49 years","Female","Multiple/Other","Unknown",248
"62975","2021-04","NM","18 to 49 years","Female","Multiple/Other",NA,15
"62976","2021-04","NM","18 to 49 years","Female","Unknown","Hispanic/Latino",797
"62977","2021-04","NM","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",34
"62978","2021-04","NM","18 to 49 years","Female","Unknown","Unknown",4965
"62979","2021-04","NM","18 to 49 years","Female","Unknown",NA,23
"62980","2021-04","NM","18 to 49 years","Female","White","Hispanic/Latino",1665
"62981","2021-04","NM","18 to 49 years","Female","White","Non-Hispanic/Latino",468
"62982","2021-04","NM","18 to 49 years","Female","White","Unknown",416
"62983","2021-04","NM","18 to 49 years","Female",NA,NA,262
"62984","2021-04","NM","18 to 49 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",399
"62985","2021-04","NM","18 to 49 years","Male","American Indian/Alaska Native","Unknown",510
"62986","2021-04","NM","18 to 49 years","Male","American Indian/Alaska Native",NA,27
"62987","2021-04","NM","18 to 49 years","Male","Asian","Non-Hispanic/Latino",14
"62988","2021-04","NM","18 to 49 years","Male","Asian","Unknown",19
"62989","2021-04","NM","18 to 49 years","Male","Black",NA,33
"62990","2021-04","NM","18 to 49 years","Male","Multiple/Other","Hispanic/Latino",33
"62991","2021-04","NM","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",16
"62992","2021-04","NM","18 to 49 years","Male","Multiple/Other","Unknown",268
"62993","2021-04","NM","18 to 49 years","Male","Unknown","Hispanic/Latino",796
"62994","2021-04","NM","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",34
"62995","2021-04","NM","18 to 49 years","Male","Unknown","Unknown",4417
"62996","2021-04","NM","18 to 49 years","Male","Unknown",NA,25
"62997","2021-04","NM","18 to 49 years","Male","White","Hispanic/Latino",1187
"62998","2021-04","NM","18 to 49 years","Male","White","Non-Hispanic/Latino",353
"62999","2021-04","NM","18 to 49 years","Male","White","Unknown",406
"63000","2021-04","NM","18 to 49 years","Male","White",NA,15
"63001","2021-04","NM","18 to 49 years","Male",NA,NA,239
"63002","2021-04","NM","18 to 49 years","Unknown","Unknown","Unknown",98
"63003","2021-04","NM","18 to 49 years","Unknown",NA,NA,32
"63004","2021-04","NM","18 to 49 years",NA,NA,NA,243
"63005","2021-04","NM","50 to 64 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",196
"63006","2021-04","NM","50 to 64 years","Female","American Indian/Alaska Native","Unknown",211
"63007","2021-04","NM","50 to 64 years","Female","American Indian/Alaska Native",NA,28
"63008","2021-04","NM","50 to 64 years","Female","Asian",NA,12
"63009","2021-04","NM","50 to 64 years","Female","Multiple/Other","Unknown",54
"63010","2021-04","NM","50 to 64 years","Female","Multiple/Other",NA,27
"63011","2021-04","NM","50 to 64 years","Female","Unknown","Hispanic/Latino",221
"63012","2021-04","NM","50 to 64 years","Female","Unknown","Unknown",1698
"63013","2021-04","NM","50 to 64 years","Female","Unknown",NA,12
"63014","2021-04","NM","50 to 64 years","Female","White","Hispanic/Latino",440
"63015","2021-04","NM","50 to 64 years","Female","White","Non-Hispanic/Latino",163
"63016","2021-04","NM","50 to 64 years","Female","White","Unknown",125
"63017","2021-04","NM","50 to 64 years","Female","White",NA,104
"63018","2021-04","NM","50 to 64 years","Female",NA,NA,140
"63019","2021-04","NM","50 to 64 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",164
"63020","2021-04","NM","50 to 64 years","Male","American Indian/Alaska Native","Unknown",140
"63021","2021-04","NM","50 to 64 years","Male","American Indian/Alaska Native",NA,37
"63022","2021-04","NM","50 to 64 years","Male","Multiple/Other","Unknown",27
"63023","2021-04","NM","50 to 64 years","Male","Multiple/Other",NA,34
"63024","2021-04","NM","50 to 64 years","Male","Unknown","Hispanic/Latino",164
"63025","2021-04","NM","50 to 64 years","Male","Unknown","Non-Hispanic/Latino",13
"63026","2021-04","NM","50 to 64 years","Male","Unknown","Unknown",1409
"63027","2021-04","NM","50 to 64 years","Male","White","Hispanic/Latino",320
"63028","2021-04","NM","50 to 64 years","Male","White","Non-Hispanic/Latino",120
"63029","2021-04","NM","50 to 64 years","Male","White","Unknown",99
"63030","2021-04","NM","50 to 64 years","Male","White",NA,123
"63031","2021-04","NM","50 to 64 years","Male",NA,NA,164
"63032","2021-04","NM","50 to 64 years",NA,NA,NA,109
"63033","2021-04","NM","65+ years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",128
"63034","2021-04","NM","65+ years","Female","American Indian/Alaska Native","Unknown",107
"63035","2021-04","NM","65+ years","Female","Multiple/Other",NA,13
"63036","2021-04","NM","65+ years","Female","Unknown","Hispanic/Latino",56
"63037","2021-04","NM","65+ years","Female","Unknown","Unknown",1184
"63038","2021-04","NM","65+ years","Female","Unknown",NA,11
"63039","2021-04","NM","65+ years","Female","White","Hispanic/Latino",192
"63040","2021-04","NM","65+ years","Female","White","Non-Hispanic/Latino",165
"63041","2021-04","NM","65+ years","Female","White","Unknown",78
"63042","2021-04","NM","65+ years","Female","White",NA,82
"63043","2021-04","NM","65+ years","Female",NA,NA,164
"63044","2021-04","NM","65+ years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",71
"63045","2021-04","NM","65+ years","Male","American Indian/Alaska Native","Unknown",51
"63046","2021-04","NM","65+ years","Male","American Indian/Alaska Native",NA,31
"63047","2021-04","NM","65+ years","Male","Multiple/Other",NA,12
"63048","2021-04","NM","65+ years","Male","Unknown","Hispanic/Latino",47
"63049","2021-04","NM","65+ years","Male","Unknown","Unknown",906
"63050","2021-04","NM","65+ years","Male","Unknown",NA,13
"63051","2021-04","NM","65+ years","Male","White","Hispanic/Latino",178
"63052","2021-04","NM","65+ years","Male","White","Non-Hispanic/Latino",172
"63053","2021-04","NM","65+ years","Male","White","Unknown",56
"63054","2021-04","NM","65+ years","Male","White",NA,56
"63055","2021-04","NM","65+ years","Male",NA,NA,136
"63056","2021-04","NM","65+ years",NA,NA,NA,126
"63057","2021-04","NM",NA,NA,NA,NA,179
"63058","2021-04","NV","0 - 17 years","Female","Asian","Non-Hispanic/Latino",19
"63059","2021-04","NV","0 - 17 years","Female","Black","Non-Hispanic/Latino",49
"63060","2021-04","NV","0 - 17 years","Female","Black",NA,11
"63061","2021-04","NV","0 - 17 years","Female","Missing","Hispanic/Latino",16
"63062","2021-04","NV","0 - 17 years","Female","Missing","Unknown",13
"63063","2021-04","NV","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",25
"63064","2021-04","NV","0 - 17 years","Female","Multiple/Other","Unknown",18
"63065","2021-04","NV","0 - 17 years","Female","Multiple/Other",NA,65
"63066","2021-04","NV","0 - 17 years","Female","Unknown","Unknown",37
"63067","2021-04","NV","0 - 17 years","Female","White","Hispanic/Latino",75
"63068","2021-04","NV","0 - 17 years","Female","White","Non-Hispanic/Latino",113
"63069","2021-04","NV","0 - 17 years","Female","White","Unknown",22
"63070","2021-04","NV","0 - 17 years","Female",NA,NA,48
"63071","2021-04","NV","0 - 17 years","Male","Asian","Non-Hispanic/Latino",14
"63072","2021-04","NV","0 - 17 years","Male","Black","Non-Hispanic/Latino",47
"63073","2021-04","NV","0 - 17 years","Male","Black","Unknown",11
"63074","2021-04","NV","0 - 17 years","Male","Missing","Hispanic/Latino",22
"63075","2021-04","NV","0 - 17 years","Male","Missing","Unknown",13
"63076","2021-04","NV","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",36
"63077","2021-04","NV","0 - 17 years","Male","Multiple/Other","Unknown",16
"63078","2021-04","NV","0 - 17 years","Male","Multiple/Other",NA,56
"63079","2021-04","NV","0 - 17 years","Male","Unknown","Unknown",53
"63080","2021-04","NV","0 - 17 years","Male","White","Hispanic/Latino",60
"63081","2021-04","NV","0 - 17 years","Male","White","Non-Hispanic/Latino",91
"63082","2021-04","NV","0 - 17 years","Male","White","Unknown",14
"63083","2021-04","NV","0 - 17 years","Male",NA,NA,50
"63084","2021-04","NV","0 - 17 years",NA,NA,NA,32
"63085","2021-04","NV","18 to 49 years","Female","Asian","Non-Hispanic/Latino",102
"63086","2021-04","NV","18 to 49 years","Female","Asian","Unknown",14
"63087","2021-04","NV","18 to 49 years","Female","Black","Non-Hispanic/Latino",223
"63088","2021-04","NV","18 to 49 years","Female","Black","Unknown",54
"63089","2021-04","NV","18 to 49 years","Female","Missing","Hispanic/Latino",48
"63090","2021-04","NV","18 to 49 years","Female","Missing","Unknown",72
"63091","2021-04","NV","18 to 49 years","Female","Missing",NA,20
"63092","2021-04","NV","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",25
"63093","2021-04","NV","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",46
"63094","2021-04","NV","18 to 49 years","Female","Multiple/Other","Unknown",62
"63095","2021-04","NV","18 to 49 years","Female","Multiple/Other",NA,199
"63096","2021-04","NV","18 to 49 years","Female","Native Hawaiian/Other Pacific Islander","Non-Hispanic/Latino",25
"63097","2021-04","NV","18 to 49 years","Female","Unknown","Hispanic/Latino",36
"63098","2021-04","NV","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",12
"63099","2021-04","NV","18 to 49 years","Female","Unknown","Unknown",200
"63100","2021-04","NV","18 to 49 years","Female","Unknown",NA,12
"63101","2021-04","NV","18 to 49 years","Female","White","Hispanic/Latino",223
"63102","2021-04","NV","18 to 49 years","Female","White","Non-Hispanic/Latino",498
"63103","2021-04","NV","18 to 49 years","Female","White","Unknown",90
"63104","2021-04","NV","18 to 49 years","Female",NA,NA,68
"63105","2021-04","NV","18 to 49 years","Male","Asian","Non-Hispanic/Latino",80
"63106","2021-04","NV","18 to 49 years","Male","Asian","Unknown",28
"63107","2021-04","NV","18 to 49 years","Male","Black","Hispanic/Latino",17
"63108","2021-04","NV","18 to 49 years","Male","Black","Non-Hispanic/Latino",179
"63109","2021-04","NV","18 to 49 years","Male","Black","Unknown",36
"63110","2021-04","NV","18 to 49 years","Male","Missing","Hispanic/Latino",47
"63111","2021-04","NV","18 to 49 years","Male","Missing","Unknown",76
"63112","2021-04","NV","18 to 49 years","Male","Multiple/Other","Hispanic/Latino",23
"63113","2021-04","NV","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",52
"63114","2021-04","NV","18 to 49 years","Male","Multiple/Other","Unknown",61
"63115","2021-04","NV","18 to 49 years","Male","Multiple/Other",NA,158
"63116","2021-04","NV","18 to 49 years","Male","Native Hawaiian/Other Pacific Islander","Non-Hispanic/Latino",21
"63117","2021-04","NV","18 to 49 years","Male","Unknown","Hispanic/Latino",46
"63118","2021-04","NV","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",18
"63119","2021-04","NV","18 to 49 years","Male","Unknown","Unknown",244
"63120","2021-04","NV","18 to 49 years","Male","White","Hispanic/Latino",180
"63121","2021-04","NV","18 to 49 years","Male","White","Non-Hispanic/Latino",501
"63122","2021-04","NV","18 to 49 years","Male","White","Unknown",85
"63123","2021-04","NV","18 to 49 years","Male",NA,NA,93
"63124","2021-04","NV","18 to 49 years","Unknown","Unknown","Unknown",33
"63125","2021-04","NV","18 to 49 years",NA,NA,NA,31
"63126","2021-04","NV","50 to 64 years","Female","Asian","Non-Hispanic/Latino",27
"63127","2021-04","NV","50 to 64 years","Female","Asian","Unknown",15
"63128","2021-04","NV","50 to 64 years","Female","Black","Non-Hispanic/Latino",48
"63129","2021-04","NV","50 to 64 years","Female","Black","Unknown",16
"63130","2021-04","NV","50 to 64 years","Female","Missing","Hispanic/Latino",16
"63131","2021-04","NV","50 to 64 years","Female","Missing","Unknown",20
"63132","2021-04","NV","50 to 64 years","Female","Multiple/Other","Unknown",13
"63133","2021-04","NV","50 to 64 years","Female","Multiple/Other",NA,71
"63134","2021-04","NV","50 to 64 years","Female","Unknown","Unknown",58
"63135","2021-04","NV","50 to 64 years","Female","White","Hispanic/Latino",53
"63136","2021-04","NV","50 to 64 years","Female","White","Non-Hispanic/Latino",185
"63137","2021-04","NV","50 to 64 years","Female","White","Unknown",28
"63138","2021-04","NV","50 to 64 years","Female",NA,NA,47
"63139","2021-04","NV","50 to 64 years","Male","Asian","Non-Hispanic/Latino",21
"63140","2021-04","NV","50 to 64 years","Male","Black","Non-Hispanic/Latino",31
"63141","2021-04","NV","50 to 64 years","Male","Black",NA,12
"63142","2021-04","NV","50 to 64 years","Male","Missing","Unknown",24
"63143","2021-04","NV","50 to 64 years","Male","Missing",NA,11
"63144","2021-04","NV","50 to 64 years","Male","Multiple/Other","Unknown",14
"63145","2021-04","NV","50 to 64 years","Male","Multiple/Other",NA,46
"63146","2021-04","NV","50 to 64 years","Male","Unknown","Unknown",58
"63147","2021-04","NV","50 to 64 years","Male","White","Hispanic/Latino",32
"63148","2021-04","NV","50 to 64 years","Male","White","Non-Hispanic/Latino",210
"63149","2021-04","NV","50 to 64 years","Male","White","Unknown",40
"63150","2021-04","NV","50 to 64 years","Male",NA,NA,63
"63151","2021-04","NV","50 to 64 years",NA,NA,NA,31
"63152","2021-04","NV","65+ years","Female","Asian","Non-Hispanic/Latino",17
"63153","2021-04","NV","65+ years","Female","Black","Non-Hispanic/Latino",16
"63154","2021-04","NV","65+ years","Female","Multiple/Other",NA,31
"63155","2021-04","NV","65+ years","Female","Unknown","Unknown",17
"63156","2021-04","NV","65+ years","Female","White","Hispanic/Latino",11
"63157","2021-04","NV","65+ years","Female","White","Non-Hispanic/Latino",84
"63158","2021-04","NV","65+ years","Female",NA,NA,29
"63159","2021-04","NV","65+ years","Male","Asian","Non-Hispanic/Latino",13
"63160","2021-04","NV","65+ years","Male","Black","Non-Hispanic/Latino",14
"63161","2021-04","NV","65+ years","Male","Missing",NA,13
"63162","2021-04","NV","65+ years","Male","Multiple/Other",NA,15
"63163","2021-04","NV","65+ years","Male","Unknown","Unknown",15
"63164","2021-04","NV","65+ years","Male","White","Non-Hispanic/Latino",103
"63165","2021-04","NV","65+ years","Male","White","Unknown",13
"63166","2021-04","NV","65+ years","Male",NA,NA,25
"63167","2021-04","NV","65+ years",NA,NA,NA,24
"63168","2021-04","NV",NA,NA,NA,NA,57
"63169","2021-04","NY","0 - 17 years","Female","American Indian/Alaska Native","Hispanic/Latino",12
"63170","2021-04","NY","0 - 17 years","Female","American Indian/Alaska Native","Unknown",37
"63171","2021-04","NY","0 - 17 years","Female","American Indian/Alaska Native",NA,38
"63172","2021-04","NY","0 - 17 years","Female","Asian","Non-Hispanic/Latino",319
"63173","2021-04","NY","0 - 17 years","Female","Asian","Unknown",167
"63174","2021-04","NY","0 - 17 years","Female","Asian",NA,23
"63175","2021-04","NY","0 - 17 years","Female","Black","Hispanic/Latino",208
"63176","2021-04","NY","0 - 17 years","Female","Black","Non-Hispanic/Latino",919
"63177","2021-04","NY","0 - 17 years","Female","Black","Unknown",579
"63178","2021-04","NY","0 - 17 years","Female","Black",NA,12
"63179","2021-04","NY","0 - 17 years","Female","Missing","Hispanic/Latino",27
"63180","2021-04","NY","0 - 17 years","Female","Missing","Missing",32
"63181","2021-04","NY","0 - 17 years","Female","Missing","Non-Hispanic/Latino",48
"63182","2021-04","NY","0 - 17 years","Female","Missing","Unknown",1064
"63183","2021-04","NY","0 - 17 years","Female","Missing",NA,37
"63184","2021-04","NY","0 - 17 years","Female","Multiple/Other","Hispanic/Latino",21
"63185","2021-04","NY","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",156
"63186","2021-04","NY","0 - 17 years","Female","Multiple/Other","Unknown",234
"63187","2021-04","NY","0 - 17 years","Female","Multiple/Other",NA,132
"63188","2021-04","NY","0 - 17 years","Female","Unknown","Hispanic/Latino",448
"63189","2021-04","NY","0 - 17 years","Female","Unknown","Non-Hispanic/Latino",86
"63190","2021-04","NY","0 - 17 years","Female","Unknown","Unknown",3141
"63191","2021-04","NY","0 - 17 years","Female","Unknown",NA,57
"63192","2021-04","NY","0 - 17 years","Female","White","Hispanic/Latino",256
"63193","2021-04","NY","0 - 17 years","Female","White","Non-Hispanic/Latino",1193
"63194","2021-04","NY","0 - 17 years","Female","White","Unknown",1249
"63195","2021-04","NY","0 - 17 years","Female","White",NA,80
"63196","2021-04","NY","0 - 17 years","Female",NA,NA,1521
"63197","2021-04","NY","0 - 17 years","Male","American Indian/Alaska Native","Hispanic/Latino",14
"63198","2021-04","NY","0 - 17 years","Male","American Indian/Alaska Native",NA,48
"63199","2021-04","NY","0 - 17 years","Male","Asian","Non-Hispanic/Latino",372
"63200","2021-04","NY","0 - 17 years","Male","Asian","Unknown",151
"63201","2021-04","NY","0 - 17 years","Male","Black","Hispanic/Latino",210
"63202","2021-04","NY","0 - 17 years","Male","Black","Non-Hispanic/Latino",834
"63203","2021-04","NY","0 - 17 years","Male","Black","Unknown",539
"63204","2021-04","NY","0 - 17 years","Male","Black",NA,37
"63205","2021-04","NY","0 - 17 years","Male","Missing","Hispanic/Latino",31
"63206","2021-04","NY","0 - 17 years","Male","Missing","Missing",13
"63207","2021-04","NY","0 - 17 years","Male","Missing","Non-Hispanic/Latino",48
"63208","2021-04","NY","0 - 17 years","Male","Missing","Unknown",960
